Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
1009,9,1,1,0,0,70.94353597
95,3,0,1,0,0,15.50702133
98,3,0,1,0,0,15.19903124
94,3,0,1,0,1,16.29947154
101,3,0,1,0,1,16.87592344
99,3,0,1,1,0,18.90870998
1004,15,1,1,0,1,65.44528824
1006,10,1,1,0,1,69.91147812
98,3,0,0,0,0,18.48361064
103,3,0,0,0,0,17.27824548
998,11,1,1,0,0,68.30940863
108,2,0,1,0,1,17.31628482
91,4,0,1,0,0,14.06458938
971,11,1,1,0,0,64.32590291
997,10,1,1,0,1,68.91875397
1006,8,1,0,0,0,73.41058139
994,7,1,0,0,0,73.57252003
978,10,1,1,0,0,66.20511639
1011,8,1,1,0,0,72.76045065
96,4,0,0,0,1,17.99063269
932,13,1,0,0,0,60.17978872
975,13,1,0,0,0,65.08593923
976,10,1,1,0,0,66.1440336
990,13,1,1,0,0,65.73194571
970,12,1,1,0,0,63.14067575
1005,13,1,1,0,1,66.8121377
98,3,0,1,0,1,17.22196862
993,11,1,0,0,0,68.60221689
1000,9,1,0,0,0,72.20293018
991,8,1,1,1,0,72.6588696
106,3,0,1,0,0,15.70875581
973,14,1,0,0,1,64.64655618
1001,10,1,0,0,0,70.67726893
93,4,0,1,0,0,14.37011686
976,17,1,0,0,1,61.70320832
1002,14,1,1,0,1,65.50615771
1027,8,1,1,0,1,75.14677707
96,2,0,1,0,0,15.68377949
994,8,1,1,0,1,71.30019494
104,5,0,1,1,0,15.22496938
104,3,0,0,0,0,17.64836514
105,1,0,1,0,0,17.95967077
110,4,0,0,1,0,22.15064901
995,8,1,1,0,0,71.21159276
104,4,0,1,0,0,14.9336462
98,2,0,0,0,0,18.4774444
968,8,1,0,0,0,69.57007755
1015,12,1,1,0,0,68.34650658
1017,10,1,1,0,1,71.91082878
1026,10,1,1,0,0,72.13777711
979,8,1,0,1,0,93.17379152
112,3,0,0,0,1,18.29246693
997,8,1,1,0,1,71.87406284
1025,12,1,1,0,1,71.66695603
106,4,0,0,0,0,17.6858523
992,13,1,0,0,1,68.30918603
992,10,1,1,0,1,68.8981352
998,13,1,1,0,0,66.0862171
995,12,1,1,0,0,66.63372379
1014,10,1,1,0,0,69.4993334
96,3,0,1,0,1,17.03184385
988,10,1,1,0,1,69.08275018
1003,10,1,0,0,0,72.02795271
106,3,0,0,0,0,17.43821075
104,2,0,0,0,1,19.40815222
1001,8,1,1,0,0,71.10210929
990,8,1,1,0,0,69.75370841
1045,11,1,1,0,1,75.41369717
104,3,0,1,0,1,16.6495351
97,4,0,1,0,0,14.04458714
1003,12,1,1,0,0,68.12067321
997,12,1,0,0,0,69.29965502
1012,13,1,1,0,0,67.53480936
99,3,0,0,0,0,18.04915016
972,10,1,1,0,0,66.90476873
967,11,1,0,0,0,66.01123347
1010,10,1,1,0,0,70.55051327
1029,10,1,0,0,0,74.281548
995,13,1,0,0,0,67.78816762
994,12,1,0,0,0,69.33518791
1018,12,1,1,0,0,69.1758041
1003,7,1,1,0,0,72.21050457
103,5,0,1,0,0,13.66729081
103,3,0,0,0,0,17.12959754
113,4,0,1,0,0,15.0046229
1005,15,1,1,0,0,64.73240516
112,3,0,0,0,0,17.49632892
96,4,0,0,0,0,17.18546754
995,13,1,1,0,0,65.47641764
91,4,0,0,1,0,21.51719072
999,12,1,1,0,0,66.86042507
976,7,1,1,0,0,69.19057377
998,12,1,1,0,1,67.00568908
99,3,0,0,0,1,17.77607889
107,4,0,1,0,1,15.83597669
106,2,0,0,0,0,18.87071796
961,7,1,1,0,0,66.986437
104,3,0,1,0,0,15.77797909
1006,13,1,1,0,0,67.72122192
1037,9,1,1,0,0,74.06584938
1010,8,1,1,0,0,72.49156392
1010,10,1,0,0,0,71.8814202
1002,5,1,1,0,0,74.20538338
1018,10,1,1,0,1,71.55448924
1010,6,1,0,1,0,99.26218291
1005,9,1,1,0,0,70.92212171
104,5,0,1,0,1,13.61662974
1020,14,1,1,0,0,66.54916263
103,3,0,1,0,1,16.75438616
1001,12,1,1,0,0,67.16577379
1022,13,1,1,0,0,68.33507232
1004,11,1,1,0,0,68.65846338
992,9,1,1,0,0,68.50709965
92,4,0,1,0,0,15.12846926
103,5,0,1,0,1,14.04147525
1027,9,1,1,0,0,73.57985881
100,4,0,1,0,0,14.97555792
1004,7,1,1,0,1,73.14315627
99,0,0,1,0,0,18.08838225
93,3,0,1,0,0,15.66202637
956,5,1,1,0,0,68.68994255
1013,9,1,0,0,0,72.86185566
1014,10,1,0,0,1,72.98503181
969,13,1,0,0,0,65.23592886
99,5,0,0,0,0,15.71487091
955,12,1,0,0,0,63.91657409
94,5,0,1,1,0,16.2987357
981,10,1,1,1,0,70.02542354
95,4,0,0,0,0,16.0375795
96,4,0,1,0,0,14.98023115
1001,8,1,1,1,0,74.59751856
975,8,1,1,0,0,67.95473929
999,13,1,1,0,0,64.4298985
102,2,0,1,0,0,16.24681002
107,3,0,1,0,0,15.98094199
1001,8,1,1,0,1,73.14067468
986,13,1,1,0,1,66.42123794
956,11,1,1,0,0,63.04393578
104,3,0,0,0,1,19.08145936
985,11,1,1,0,1,66.87644304
995,11,1,1,0,1,68.62044916
97,3,0,0,1,0,21.01163563
990,8,1,0,0,0,71.1961545
972,11,1,0,0,0,67.11035474
1002,15,1,1,0,0,63.51851065
95,3,0,1,0,0,15.9156377
995,7,1,1,0,0,71.59336081
95,3,0,1,0,0,15.70941538
974,9,1,1,0,0,67.02633628
97,3,0,1,0,0,15.63308144
103,2,0,0,0,1,19.505411
1004,13,1,1,0,0,66.69074574
995,9,1,1,0,0,69.556731
1025,10,1,0,0,0,74.04776847
977,9,1,0,0,1,70.90733264
103,3,0,1,0,0,14.80493659
107,3,0,1,0,0,14.17826867
101,1,0,0,0,0,19.23638925
992,8,1,0,0,0,71.65212679
1025,9,1,1,1,0,74.8904525
91,2,0,1,0,0,15.88820322
100,3,0,1,0,0,15.90846819
1012,13,1,1,1,1,70.43210896
102,2,0,1,0,1,18.01896393
988,10,1,1,0,0,67.08255535
1027,13,1,1,0,0,69.28614915
1005,10,1,1,0,1,70.87524024
965,10,1,1,0,0,66.15560008
997,11,1,0,0,1,69.93658553
1002,10,1,0,1,0,94.23745475
1002,14,1,1,0,0,65.05322824
1026,11,1,0,0,1,74.29638167
92,3,0,1,0,1,16.83867305
92,3,0,1,0,0,16.21057039
1013,12,1,1,0,0,67.87537818
100,2,0,0,0,0,18.8729916
1016,13,1,0,0,0,70.48106304
981,15,1,1,0,0,61.7044138
103,3,0,1,0,1,16.47610604
989,12,1,1,0,0,65.53370956
981,11,1,0,0,0,68.02695964
1006,11,1,1,0,1,70.14629126
98,3,0,1,0,0,14.9540619
1017,6,1,0,0,0,76.94512723
982,9,1,1,0,0,67.4000525
109,3,0,1,0,1,17.09788077
104,1,0,0,0,0,19.49136258
967,11,1,0,0,1,66.75516413
986,11,1,0,0,0,68.19235519
1032,7,1,0,0,1,78.15231625
993,8,1,0,0,1,72.89257411
980,11,1,1,0,0,66.32343387
1010,14,1,1,0,0,66.12550347
1002,10,1,1,0,0,69.63216437
94,1,0,1,0,1,18.43582275
97,3,0,1,1,0,17.23744462
1016,13,1,1,0,0,67.6172805
973,13,1,1,0,0,63.75798135
102,3,0,1,0,0,16.6108575
979,8,1,1,0,0,68.6228737
1009,12,1,0,0,0,69.50347078
1020,12,1,1,0,0,69.4226255
1026,10,1,1,0,0,71.91211348
102,4,0,1,0,0,14.10442671
1000,4,1,1,0,0,74.768571
105,4,0,1,0,0,14.88920478
968,12,1,1,0,0,63.54772482
983,6,1,1,0,0,70.36813099
1032,7,1,0,0,1,77.93296781
99,4,0,1,0,0,14.59730328
982,12,1,0,0,1,68.36290915
1007,11,1,1,0,0,68.23702363
103,4,0,1,0,0,15.04855177
1003,8,1,0,0,0,72.61170514
1027,8,1,1,0,0,74.61890039
102,4,0,0,0,0,15.69919982
1021,11,1,1,0,0,70.5785126
1015,11,1,1,0,0,70.10956163
95,4,0,0,0,0,16.21439941
105,3,0,0,0,1,18.71120112
986,14,1,1,0,0,63.51487788
1013,10,1,0,0,0,73.15319168
1029,9,1,0,0,0,74.3837556
1019,10,1,1,1,0,74.67020195
101,4,0,1,0,1,15.0125099
97,5,0,1,0,0,13.63252185
979,9,1,1,1,0,70.97077342
967,11,1,0,0,0,66.74254463
1000,6,1,0,1,0,98.56632869
97,4,0,1,0,1,15.74318496
981,8,1,0,0,0,71.33954478
1010,7,1,0,0,0,74.96948989
98,3,0,1,0,0,15.86853723
105,4,0,0,1,0,22.25831777
104,3,0,0,0,0,16.70981473
989,10,1,1,0,1,68.58089654
1000,10,1,0,0,0,71.2284265
1050,7,1,1,0,0,77.4559551
995,12,1,1,0,0,66.05120479
998,13,1,1,0,0,65.18154508
1035,8,1,1,0,0,75.91718989
1001,10,1,1,0,0,68.9428694
976,14,1,1,0,0,62.59344272
102,4,0,1,0,0,14.3402216
1045,9,1,0,0,0,76.4046403
990,9,1,0,0,0,71.49522631
1008,11,1,1,0,0,68.55307585
1017,13,1,1,0,0,68.05081025
953,9,1,1,0,0,65.02791951
99,3,0,1,1,0,18.21953923
1007,11,1,1,0,0,69.62278091
981,10,1,1,0,0,66.5295658
1046,11,1,1,0,0,74.13813549
94,4,0,0,0,1,16.82086619
1024,14,1,1,0,0,68.55716816
99,4,0,1,0,1,15.0507042
100,2,0,1,0,0,17.41100762
1047,9,1,0,0,0,77.30178658
997,8,1,0,0,0,72.61118907
97,2,0,0,0,0,18.39687435
99,2,0,1,0,0,15.784952
938,9,1,0,0,0,65.50554733
977,8,1,1,0,0,68.7728459
994,11,1,1,0,1,69.67950213
100,4,0,1,0,1,16.00162919
102,3,0,1,0,0,14.82549608
986,10,1,1,0,0,67.11363699
970,10,1,1,0,0,64.73450132
1045,10,1,1,0,0,73.47363119
1007,9,1,1,0,0,71.15105167
1008,11,1,1,0,0,70.10960359
97,4,0,1,0,0,14.45413814
100,5,0,0,0,0,15.46730644
1020,11,1,0,0,0,72.10249008
961,7,1,1,0,0,67.43323634
1010,8,1,1,0,0,72.61517383
1006,11,1,1,0,0,68.37177811
993,13,1,1,0,0,65.15682281
991,8,1,1,0,0,69.6879059
110,3,0,1,0,0,15.61269948
980,6,1,1,1,0,74.26556941
106,1,0,1,0,1,18.09212803
1008,12,1,1,0,0,68.14908615
1012,11,1,1,0,0,69.42833858
1018,12,1,1,0,0,69.48780787
997,10,1,1,0,1,70.17841186
993,13,1,1,0,0,66.03378379
972,9,1,1,0,0,66.94937513
990,7,1,1,0,1,72.07236598
977,7,1,1,0,0,69.50447171
1000,10,1,1,0,0,68.7963513
995,9,1,0,1,0,93.4534633
1013,9,1,0,0,0,73.1122467
1048,10,1,1,0,1,75.6059205
973,10,1,1,0,0,65.97844019
988,9,1,0,0,1,72.25988215
1015,10,1,1,0,0,71.10929812
978,9,1,1,0,0,67.93074828
101,5,0,1,0,0,13.54661167
969,13,1,0,0,0,64.15782069
1013,9,1,0,0,0,74.6672709
1018,9,1,1,0,1,73.47894008
101,2,0,1,0,0,16.73446684
100,6,0,1,0,1,13.18215336
1013,7,1,0,0,0,74.6396856
1011,11,1,1,0,0,69.48793516
1005,9,1,1,0,0,69.63162632
1040,12,1,1,0,0,72.32253318
991,10,1,0,0,1,70.92848474
971,12,1,1,0,0,63.88662394
1011,11,1,1,0,0,68.27413933
104,3,0,1,0,1,17.0798734
109,3,0,0,0,1,19.49356488
994,8,1,0,0,1,73.54214888
104,3,0,1,0,1,16.10094183
1016,10,1,0,0,1,73.17914864
98,4,0,1,0,0,13.85303062
102,4,0,1,0,0,14.24798526
92,3,0,1,0,0,14.69124901
98,4,0,1,0,0,14.57481423
1003,9,1,0,1,0,94.97779669
982,7,1,1,0,0,69.81173583
1009,12,1,0,0,1,70.77696006
104,4,0,1,1,0,18.30653261
998,10,1,1,0,0,68.877375
1029,8,1,1,1,1,78.3071463
101,3,0,1,0,0,14.6700229
1009,12,1,1,0,1,68.85085193
96,3,0,1,0,0,14.6883842
101,0,0,1,0,1,19.2938756
1012,10,1,1,0,0,70.67371284
107,5,0,1,0,1,14.10150487
96,3,0,0,1,0,22.10750345
995,11,1,0,0,0,69.54351743
982,8,1,1,0,0,69.27934166
996,9,1,1,0,0,70.32566339
1045,11,1,1,0,0,72.25532148
989,11,1,1,0,1,67.46236065
1020,7,1,1,0,0,74.78753638
1002,11,1,1,0,0,68.64986126
98,3,0,1,0,0,14.55924292
974,11,1,0,0,0,67.43096473
1008,10,1,1,0,1,70.82634491
105,3,0,1,0,0,15.11755865
991,14,1,0,0,0,65.99729817
101,2,0,1,1,0,18.48765987
92,2,0,0,0,0,18.06071793
93,3,0,1,0,0,15.10966094
107,3,0,1,0,0,16.41410698
97,4,0,1,0,0,14.54463826
1013,7,1,1,0,1,74.47905454
999,13,1,0,0,0,67.40578224
99,3,0,1,1,0,18.46447235
977,11,1,1,0,0,65.87252553
1037,10,1,0,0,0,75.22568747
1034,9,1,1,0,0,73.43454194
1016,10,1,1,0,1,71.73405152
988,8,1,1,0,1,71.14780774
107,2,0,0,0,1,19.62029748
987,10,1,1,0,0,66.70884545
1007,9,1,1,0,0,70.18445906
102,3,0,1,0,0,16.33226934
94,4,0,1,0,1,15.56651793
1010,11,1,1,0,0,69.32509027
96,1,0,0,1,1,25.3286416
1018,10,1,1,0,0,71.05493323
1013,7,1,0,0,0,75.78658959
957,7,1,1,0,0,67.52286804
95,3,0,1,0,1,16.557115
88,2,0,1,1,1,19.43306472
88,3,0,1,0,0,14.61385376
1003,11,1,1,0,0,68.05201021
982,9,1,1,0,0,68.38548496
987,9,1,1,1,0,71.62280322
104,4,0,1,0,0,14.94877923
1012,9,1,1,0,0,72.06908897
994,12,1,1,0,1,67.45314419
99,2,0,1,0,1,18.28380285
1037,9,1,1,0,0,74.59211247
103,3,0,1,0,0,14.7761602
93,2,0,1,0,0,16.00611573
980,9,1,0,0,0,69.86216077
1014,9,1,0,1,0,96.91595136
1012,12,1,0,0,0,70.19222157
996,11,1,1,1,0,71.63970782
999,12,1,0,0,0,69.16764091
1000,7,1,1,1,1,76.64958208
104,4,0,1,1,0,17.43456144
94,3,0,1,0,1,15.78226516
997,10,1,1,0,0,68.44090824
104,4,0,1,0,0,13.94137772
1008,8,1,0,0,0,73.95158254
1038,12,1,1,0,1,72.39803326
984,13,1,1,0,1,64.55882195
100,3,0,1,0,1,15.52445183
1017,7,1,1,0,1,74.19610074
1052,9,1,1,0,0,75.52595874
1045,13,1,1,0,0,71.07700132
973,7,1,1,0,0,69.1003152
974,12,1,0,0,0,66.48306237
1025,11,1,1,0,0,69.39278397
976,5,1,1,0,0,71.8272844
101,3,0,1,0,0,15.2768625
1041,9,1,1,0,1,75.605366
1013,12,1,0,1,0,94.23464562
99,2,0,1,0,1,17.65829171
1013,12,1,0,0,0,70.58582182
1022,14,1,1,0,0,67.51332861
90,4,0,1,1,0,17.68628588
966,12,1,1,0,0,63.91112893
98,3,0,1,0,0,15.60236356
1010,10,1,1,0,1,71.01452547
1022,11,1,1,0,0,70.09146297
92,2,0,1,0,1,17.97707619
100,4,0,1,0,1,15.52093339
101,1,0,1,0,0,17.89361171
105,3,0,1,1,0,19.13400487
1018,10,1,0,0,1,73.77320618
99,5,0,0,0,0,16.21616149
1007,8,1,0,0,0,74.05050003
991,12,1,1,0,0,66.65468127
102,1,0,0,0,0,20.44820969
969,12,1,0,0,0,65.90409059
994,8,1,1,1,0,72.70602946
93,3,0,1,0,0,15.66288131
982,8,1,0,0,1,72.65035758
983,8,1,1,0,0,69.06844394
100,4,0,0,0,0,16.89108989
1008,12,1,1,1,0,70.43375824
1016,9,1,1,0,1,72.45184082
986,7,1,1,0,0,70.56630075
102,4,0,0,1,0,21.65305272
98,2,0,1,0,1,18.21246562
979,11,1,1,1,1,69.31579383
966,12,1,1,0,0,63.55396879
95,3,0,0,1,1,22.38789978
104,2,0,1,0,0,16.06592934
986,11,1,1,0,1,66.73323253
980,10,1,1,0,0,65.7119586
1006,5,1,1,0,1,75.02294276
1019,14,1,1,0,1,68.09592213
1004,9,1,1,0,0,70.15619537
98,2,0,1,0,1,18.82070707
1012,7,1,0,0,1,77.30590295
98,3,0,0,1,0,22.87584349
103,3,0,1,0,0,15.38652435
1033,11,1,1,0,0,71.25759318
974,9,1,1,0,0,67.05498599
104,4,0,1,0,0,13.99124972
1014,11,1,1,0,0,68.55281311
95,3,0,1,0,1,17.08720022
991,9,1,1,0,0,69.43183391
964,11,1,1,0,1,64.88253395
99,4,0,1,0,1,15.49673153
1004,5,1,1,0,0,75.16605252
989,8,1,1,0,0,70.07203556
1002,12,1,0,0,1,70.01641689
996,10,1,1,0,1,68.80309887
1004,11,1,1,1,1,72.33100551
95,2,0,0,0,0,17.92578748
971,12,1,1,0,0,63.46981353
1006,9,1,0,0,0,73.70069409
103,3,0,0,0,0,18.20139401
1003,10,1,1,0,1,70.15321045
105,3,0,0,0,0,17.54559288
977,11,1,1,0,1,67.36243217
977,7,1,1,0,1,69.93252558
1020,12,1,1,0,1,70.54895738
998,9,1,0,0,0,71.42795404
999,10,1,1,0,0,68.31046708
99,5,0,0,0,0,15.24286116
100,3,0,0,0,1,19.57238505
998,11,1,1,0,0,67.8394848
992,12,1,1,0,0,66.1681578
96,4,0,0,0,1,17.5847308
989,9,1,1,0,0,68.77977344
1017,10,1,1,0,1,71.87304276
981,11,1,1,0,0,66.01264722
1016,10,1,1,0,0,70.25427019
104,4,0,1,0,0,14.60672447
95,4,0,1,0,1,15.48526228
1005,8,1,0,0,0,73.86378672
983,17,1,1,0,0,60.25727701
101,3,0,1,0,1,15.91496639
977,10,1,1,0,0,66.88431337
996,8,1,1,0,0,70.84021087
1014,9,1,0,0,0,73.51913186
991,12,1,0,1,1,91.54191304
974,11,1,0,1,0,89.6553463
95,3,0,1,0,0,15.46203167
987,11,1,1,0,0,67.45309405
1010,11,1,0,0,1,72.14212425
969,8,1,1,0,0,67.71516124
983,10,1,0,0,0,69.43385858
1008,9,1,1,0,0,70.90288453
105,4,0,1,0,0,14.56372354
1000,12,1,0,0,0,69.5312206
996,9,1,0,0,0,72.24758687
997,10,1,1,0,0,69.48255363
101,3,0,0,0,1,18.53089849
1000,11,1,0,1,0,93.22872336
96,0,0,1,1,0,21.38909048
981,11,1,1,0,0,64.94894934
104,2,0,1,0,0,16.21797609
113,5,0,0,0,1,16.91966931
1011,8,1,0,0,0,74.10483367
983,8,1,1,1,1,72.67624045
985,13,1,0,1,1,89.38644371
109,3,0,1,0,1,17.05359991
1007,13,1,1,0,1,68.74870411
110,3,0,0,0,1,19.29344138
990,11,1,0,0,1,70.32673159
1003,11,1,1,0,0,68.50150694
995,14,1,0,0,1,66.98253921
976,11,1,0,1,1,90.67804858
995,5,1,1,0,1,74.60254582
978,9,1,0,0,0,69.96114792
951,10,1,1,0,0,63.81799909
1015,10,1,1,0,0,70.50092486
1001,15,1,0,0,0,65.98621572
1012,13,1,1,1,1,71.43496126
988,7,1,1,0,1,71.01447062
90,4,0,0,0,0,16.20811883
1002,10,1,1,0,0,69.75385125
1016,6,1,0,1,0,99.5755009
978,12,1,0,0,0,66.48326851
997,10,1,1,0,0,68.01224165
971,10,1,1,0,0,65.40177202
956,8,1,0,0,0,68.04607174
1029,9,1,1,0,1,74.38207527
104,3,0,1,0,1,15.77466879
110,2,0,1,0,0,16.81662466
1000,13,1,1,0,0,65.55884413
981,10,1,1,0,1,68.47418284
1027,9,1,0,0,1,75.59681481
108,4,0,0,0,0,16.75653501
990,9,1,0,0,1,72.472133
1047,4,1,1,0,1,81.13101441
1007,9,1,1,0,1,70.62637862
986,8,1,1,1,0,72.86855308
984,10,1,1,0,1,67.89610181
1008,12,1,1,1,1,71.77113878
97,3,0,1,0,1,17.00560731
976,7,1,1,0,0,69.92124648
1023,11,1,1,0,1,71.49305706
1020,11,1,1,0,0,69.53271366
983,10,1,0,0,1,69.9403244
983,6,1,1,0,0,71.00403651
102,3,0,1,0,1,16.55101484
979,5,1,0,0,1,74.87475447
1010,10,1,0,0,1,72.36681163
1000,6,1,1,1,0,75.64646142
974,8,1,1,0,0,67.92119397
978,6,1,1,0,1,71.58182343
1001,12,1,1,0,1,67.99680698
108,3,0,1,0,1,16.6144084
998,11,1,0,0,0,69.22552323
105,3,0,1,0,1,16.43809238
105,2,0,1,0,1,16.57149957
1031,9,1,1,1,0,77.24295414
108,2,0,1,0,0,16.95189107
1008,10,1,1,1,0,72.77627189
981,7,1,0,0,0,72.64671027
1017,9,1,0,0,0,74.13021973
995,10,1,1,0,0,68.61643061
106,4,0,0,0,0,17.68364357
103,1,0,1,0,1,18.1318235
106,3,0,1,0,0,15.90223577
1007,6,1,1,0,1,74.72746804
111,4,0,1,0,1,16.18516984
983,9,1,1,0,0,68.64600856
972,6,1,1,0,0,70.34719683
1006,9,1,1,0,0,70.98540068
106,3,0,1,0,0,15.56604016
984,9,1,1,1,0,71.78616293
102,1,0,1,0,0,17.43219998
97,2,0,1,0,0,15.83672514
1001,12,1,1,0,1,68.591791
1014,11,1,1,0,0,69.94069323
103,5,0,1,0,0,12.76944585
1008,13,1,1,0,0,66.90849117
1003,14,1,1,0,1,65.93064921
1024,11,1,1,0,0,70.48074861
103,3,0,0,0,1,19.02718646
1007,10,1,0,0,0,72.24198838
990,13,1,0,1,0,89.53032166
97,3,0,1,0,1,17.1382733
964,9,1,1,0,1,67.15504808
106,4,0,1,0,0,15.04198426
1013,11,1,1,0,0,69.17214499
1003,11,1,0,0,0,70.46374214
982,12,1,1,0,1,66.70273419
981,10,1,0,0,1,70.70780475
93,3,0,0,0,1,18.12365325
944,13,1,1,0,0,59.11850654
104,1,0,0,0,0,19.32590507
984,12,1,1,0,0,64.42415013
104,3,0,1,0,0,15.32969566
93,2,0,0,0,0,18.91513337
1002,8,1,0,0,1,74.76783992
999,8,1,1,0,0,71.94854459
95,4,0,1,0,0,14.38122947
1001,9,1,1,0,0,70.65140386
95,2,0,0,1,1,24.28319473
963,12,1,0,0,1,65.31398449
1008,12,1,1,0,0,68.07712243
108,2,0,0,0,1,19.08869017
93,2,0,0,0,0,18.86122917
1015,7,1,1,0,1,75.26012332
1022,9,1,1,0,0,73.14824939
1030,8,1,0,0,0,76.76708274
106,4,0,1,0,0,14.44139375
1012,8,1,0,0,0,73.89521456
93,3,0,1,1,1,19.1742991
101,1,0,1,0,0,17.99561324
1017,9,1,0,0,0,74.45355076
960,10,1,0,0,0,66.4284063
1011,9,1,1,0,0,69.70027485
989,9,1,1,0,0,67.3014892
987,10,1,1,0,1,68.30958347
105,4,0,0,0,0,15.45235329
1025,11,1,0,0,0,73.3058774
1018,12,1,1,0,0,69.18966853
999,8,1,1,1,0,73.75546176
101,4,0,1,0,0,13.59248043
999,10,1,1,0,1,69.36661994
1017,6,1,1,0,0,74.17651911
999,13,1,1,0,0,65.52329594
996,14,1,1,0,1,65.27554027
95,3,0,1,0,0,15.71890102
996,8,1,1,0,0,69.90501118
1025,10,1,0,0,0,73.51145285
1032,10,1,1,1,0,75.59242901
1033,14,1,1,0,0,69.37070064
93,3,0,1,0,0,15.31639394
1003,8,1,1,0,0,72.31302677
109,4,0,1,0,1,16.17314515
998,11,1,1,0,0,67.54031076
105,4,0,1,0,0,14.4634137
995,9,1,1,0,1,69.82160205
106,2,0,0,0,1,19.78837147
1029,10,1,1,0,0,71.86147124
105,3,0,1,0,0,14.73755166
98,3,0,1,0,1,15.543312
108,5,0,1,0,0,13.7567497
1011,11,1,1,0,0,69.12565913
997,8,1,1,0,0,70.14839434
1009,12,1,1,0,1,69.72104982
996,12,1,0,0,0,68.30397523
995,13,1,0,0,0,67.1071165
1010,7,1,1,0,0,72.54404573
1010,10,1,1,0,0,70.17688817
1037,12,1,1,1,0,74.38017468
966,6,1,0,0,0,71.1360645
1011,12,1,0,0,1,71.61794552
96,3,0,0,0,0,17.22889024
91,3,0,0,0,1,17.65071548
101,4,0,1,0,0,13.97757404
996,10,1,0,0,1,71.07927719
104,2,0,1,0,1,16.89000858
1029,7,1,1,0,1,75.86897654
109,3,0,1,0,0,16.75077276
1011,12,1,0,1,1,94.06453847
97,2,0,1,0,0,15.84311264
983,10,1,0,0,0,69.30989555
1021,14,1,1,0,0,67.214105
1015,10,1,0,0,1,73.83847805
1020,10,1,1,0,0,71.9541135
962,12,1,1,0,0,63.01941625
988,13,1,1,0,0,65.05244388
1028,9,1,1,0,0,73.66000973
106,3,0,0,0,0,17.00646721
993,7,1,1,0,1,71.97872373
98,3,0,1,0,1,15.92802608
980,11,1,0,0,0,66.99319046
100,2,0,0,0,0,18.18285746
1024,10,1,1,0,1,73.00508027
99,1,0,0,0,0,19.96618634
112,3,0,0,0,1,18.66306864
103,3,0,1,0,0,15.13439211
1010,10,1,1,0,0,70.10391193
992,7,1,1,1,1,76.03184194
993,12,1,1,0,1,67.60289458
984,7,1,1,0,1,71.87705017
103,4,0,1,0,0,14.09076178
1023,12,1,1,0,1,69.97647745
998,10,1,1,1,1,72.36001915
103,3,0,0,0,0,17.34123401
1004,11,1,1,0,0,67.98549178
1019,10,1,1,0,1,72.34250518
1009,10,1,0,0,0,71.92025327
1000,14,1,0,0,0,66.59226744
960,10,1,0,0,0,66.81107765
96,3,0,0,0,0,17.40387766
1008,11,1,1,0,0,68.25998195
104,2,0,1,0,0,16.19629584
1000,12,1,1,0,0,67.49566198
1014,11,1,1,0,0,69.21336671
103,2,0,1,0,0,16.04468379
1010,8,1,0,0,0,73.15378967
992,9,1,1,0,1,70.48244529
982,15,1,1,0,0,61.92842179
1023,12,1,1,1,0,72.36491075
986,8,1,0,0,1,73.19104762
995,13,1,1,1,0,68.27553318
982,9,1,1,0,0,68.51445191
1017,11,1,0,0,0,71.12770773
998,12,1,0,0,0,69.03401585
980,8,1,0,0,1,71.72568312
982,11,1,1,0,0,66.21157863
1022,8,1,0,0,0,75.95047417
97,4,0,0,0,0,15.72780682
1021,12,1,1,0,0,69.681243
105,3,0,1,0,0,15.09500254
960,7,1,1,0,0,67.92512022
99,2,0,1,0,0,17.05214554
95,3,0,0,0,0,16.87827301
955,9,1,1,0,0,65.44583921
103,2,0,1,0,0,16.81605682
1024,12,1,1,0,0,69.52846327
1016,7,1,1,0,0,73.06740447
1037,8,1,0,0,1,77.68701018
96,4,0,0,0,1,18.04464773
1003,8,1,1,0,0,70.89325473
998,11,1,1,0,0,68.49576565
972,10,1,0,0,1,68.94641946
99,4,0,0,0,1,17.21071243
984,12,1,1,0,0,66.40626573
995,9,1,1,0,0,69.70701666
1000,10,1,0,0,0,70.22064419
991,7,1,1,0,1,72.39742406
974,9,1,1,0,0,66.96724644
97,4,0,1,0,1,15.67262033
98,4,0,1,0,0,14.55939497
964,9,1,1,0,0,66.41449239
1011,10,1,0,1,0,96.45380719
976,6,1,1,0,0,70.54354713
1022,9,1,1,0,1,72.98673197
106,3,0,1,0,0,15.19205757
98,4,0,1,0,1,14.98720009
86,3,0,0,0,0,17.21087667
982,11,1,1,0,0,66.12998374
1012,9,1,1,0,0,71.32560657
982,13,1,0,0,1,66.73362464
999,8,1,1,0,0,69.92788426
1012,11,1,0,0,0,71.13073357
102,3,0,1,0,0,15.57043484
108,2,0,1,1,0,19.46423187
108,1,0,1,0,0,17.64708311
975,10,1,1,0,0,66.2506765
999,10,1,0,0,0,71.34650411
974,9,1,1,0,0,67.40506764
999,9,1,0,0,0,72.08702986
1017,9,1,1,0,0,72.72442928
988,10,1,1,0,0,68.41753903
101,3,0,1,0,0,16.05815126
1015,7,1,1,0,0,74.2210961
958,11,1,1,0,0,62.96270966
100,2,0,0,0,1,20.62274365
980,9,1,1,0,0,68.27463564
986,12,1,1,0,0,65.79850302
1051,10,1,1,0,1,75.18497776
